DAYID,CONTRACT,DATASOURCE,CHANNEL_NAME,CO_CODE,CATEGORY,CUSTOMER,PRODUCT_CODE,CURRENCY,CLOSE_BAL,CLOSE_BAL_LCY,AGG_BAL_MTD,AGG_BAL_MTD_LCY,AGG_BAL_YTD,AGG_BAL_YTD_LCY,AGG_BAL,TOT_INTEREST_AMT,REVAL_RATE,INTEREST_RATE,ACCR_INT,ACCR_REMAIN,REMAIN_TERM,WORKING_BALANCE,DATE_LAST_CR_CUST,DATE_LAST_DR_CUST,DATE_LAST_CR_BANK,DATE_LAST_DR_BANK,DATE_LAST_CR_AUTO,DATE_LAST_DR_AUTO,LIMIT_ID,LINE_NO,CAMPAIGN_ID,SETLEMENT_AC,CLOSE_REASON,TERM,TERM_SBV,ROLLOVER_TERM,ORIG_INTEREST_RATE,OFFER_RATE,FIRST_INTEREST,FIRST_BALANCE,AGG_BAL_INTEREST,INTEREST_BAL,SEAB_SALES_TYPE,SEAB_SALES_ID,SEAB_BROKERS_TYPE,SEAB_BROKERS_ID,TOTAL_LOCKED_AMT,SEAB_LOS_ID,AC_TRANS_LIMIT_SK,CUSTOMER_SK,CATEGORY_SK,PRODUCTS_SK,COMPANY_SK,CURRENCY_SK,CHANNEL_SK,CONTRACT_SK,ONLINE_ACTUAL_BAL,SUB_CHANNEL_ID,FREQUENCY_DATE,FAVORITE_TERM,OPEN_ACTUAL_BAL,ONLINE_CLEARED_BAL
2025-03-25,00045312577179,SC,BRANCH,VN0010470,8524,55888496,2141,VND,566226672850.61,136442779460,1008756103929,38.2,23629747279602.98,63717140415622.34,200642157806396,1426560052,54.35,49.13,6752697924.07,20797366213,M06,698120319137.16,2022-11-05,,,,,,,3240.0,,,,M12,M18,,80.72,84.71,83.15,801941880073,319346845885536.5,71122504.0,,10008565.0,NHANVIEN,12475170.0,1351659998.0,,2.0,14647414,720,6787653,5722863,40884,299.0,28930,425394321546,,,,791461232836.95,80743118782
2025-03-25,0020851730026,SC,BRANCH,VN0010470,20311,86038144,2141,VND,566226672850.61,814603326372,16929891087269,72.17,66552548339751.44,9435723250781.67,31006850995252,1426560052,96.91,57.7,35166889699.71,51538728392,M02,542024222978.13,,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,0024M,3.21,50.47,6.52,9083290353010,73078191350408.64,3703572.0,TELLER,11915376.0,NHANVIEN,4804276.0,8084321667.0,,2.0,17724158,4646,6787653,5722863,29289,495.0,25162,714691201668,,,,270947946603.08,881449819011
2025-03-25,073314816940,AZ,BRANCH,VN0010111,18413,80766916,2141,VND,88463483190.56,159808881066,12204463488536,59.93,43023630571849.6,48895001808533.65,284468859923005,1426560052,96.91,97.54,43750060596.44,37463625161,M06,17251418134.6,2021-09-27,,,,2023-10-09,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,0024M,35.94,78.59,37.24,8281308750828,153057524486549.94,3703572.0,CRO.SME,40643812.0,NHANVIEN,,768411208.0,,2.0,9171042,720,6787653,884689,40884,495.0,21276,366056833059,,,,269750289935.03,234550756164
2025-03-25,60808746446,SC,PHOIAO,VN0010069,6424,55888496,2141,VND,762170883072.18,669579927565,12071511969112,57.7,44041283271208.78,71997713994929.31,325458665676984,1032587654,54.35,38.17,37000816192.47,51420862922,D16,118330050374.76,2022-03-23,2019-03-09,,,2023-05-15,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,0024M,18.55,78.59,83.15,5229173023346,387142517204397.2,24019274.0,RM,41989602.0,NHANVIEN,2961230.0,768411208.0,,2.0,12741426,1054,6787653,5722863,29289,116.0,20621,655089492680,,,,260815792411.46,332610597105
2025-03-25,000006003496898,SC,ARCIB,VN0010601,10885,14269426,2141,VND,58043321736.63,136442779460,8582920929895,59.93,45305847497740.66,34865412299967.81,296803757526473,1426560052,54.35,39.71,6487212248.75,4757199307,D16,542024222978.13,2023-09-26,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,,11.1,78.59,35.68,8166465500197,164002786117248.8,71122504.0,TELLER,18828109.0,NHANVIEN,,14321589247.0,,2.0,17909506,4646,6787653,2624553,29289,617.0,19140,854353528475,,,,269750289935.03,157591041466
2025-03-25,26378007823,SC,BRANCH,VN0010470,20311,92354404,2141,VND,39670127257.95,814603326372,7469589130573,32.66,44041283271208.78,3086463132543.47,44190859523442,1426560052,96.91,39.71,35166889699.71,47402081225,M02,395261203659.62,2023-01-14,,,,,,,3209.0,CBD.2022.TG.PHATLOC,,,M12,M18,0002M,11.1,78.59,83.15,2446907986485,190723559836994.72,19608691.0,,41989602.0,,17234286.0,14321589247.0,,2.0,19551154,1054,6787653,2624553,29289,116.0,11584,516105276412,,,,360278808695.82,624988225970
2025-03-25,076392913160,SC,BRANCH,VN0010111,15074,96286356,2141,VND,23968202621.4,506986588866,2553906876924,91.3,55791154566183.34,67011497654433.55,359849843653344,1032587654,96.91,31.45,9218203800.9,15855966158,M06,275496171245.07,2021-05-06,,,,,,,3276.0,,,,M12,M18,012M,35.94,1.24,35.68,9083290353010,291364377831792.1,3703572.0,CRO.SME,26436802.0,NHANVIEN,21555636.0,768411208.0,,2.0,26038665,1054,6787653,2624553,40884,617.0,30383,264438303679,,,,544168686863.9,483215667274
2025-03-25,000084684438128,SC,BRANCH,VN0010601,18413,76146776,2141,VND,612436337870.02,814603326372,16389673370600,74.18,23629747279602.98,,152469920038433,1032587654,96.91,22.48,13973637534.27,20258976207,M06,17011424283.23,2022-11-05,2022-02-01,,,2023-03-10,,,3297.0,CBD.2022.TG.PHATLOC,,,M12,M18,,9.52,13.64,72.45,7243059959768,407237458231672.9,3703572.0,CRO.SME,26436802.0,NHANVIEN,36316076.0,8084321667.0,,2.0,9360304,3644,6787653,2624553,29289,116.0,25010,181655658767,,,,323999116209.33,768405546729
2025-03-25,000033943818186,SC,BRANCH,VN0010069,17471,48579782,2141,VND,135189462458.51,435830129993,616944083005,97.77,41948242688111.66,,132501511162891,1426560052,54.35,97.54,39204842612.32,20700388307,D16,17011424283.23,2021-03-07,,,,,,,3297.0,SEAB.TG.TAILOC,75823541473,,M12,M18,0024M,34.86,78.59,83.15,902812967439,207728339277085.47,3703572.0,CRO.SME,,NHANVIEN,22986008.0,109427757296.0,,2.0,29590372,5407,6787653,2624553,29289,82.0,29343,584652568857,,,,173552947759.79,826595978630
2025-03-25,94252722334,SC,BRANCH,VN0010111,17471,19049434,2141,VND,350398263074.55,435830129993,14371108612184,4.49,2024481272675.15,51938234842446.95,110532563597635,1426560052,96.91,38.17,50911458917.46,29806825428,D16,790650141327.35,2025-03-14,,,,2024-12-22,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,0002M,35.94,76.7,37.24,9628063844155,190723559836994.72,71122504.0,CRO.SME,19253309.0,NHANVIEN,47331089.0,236181810881.0,,2.0,9171042,5407,6787653,244388,40884,299.0,28287,389458011603,,,,618901792829.09,769161474132
2025-03-25,008393885030,SC,ARCIB,VN0010470,8341,96286356,2141,VND,488352956184.11,348467059742,21777279890991,3.68,31437955259905.39,46277023716116.19,127956319238600,1032587654,54.35,2.9,35478353625.13,2465694164,D16,740068750990.19,2023-08-23,2020-02-22,,,,,,3276.0,CBD.2022.TG.PHATLOC,,,M12,M18,,74.7,78.59,83.15,7001289548460,399142866506983.2,24019274.0,CRO.SME,34921519.0,NHANVIEN,40507121.0,168419410554.0,,2.0,24333636,720,6787653,2624553,40884,495.0,21043,389458011603,,,,73994091228.78,234550756164
2025-03-25,92856153729,AZ,BRANCH,VN0010111,15074,58330184,2141,VND,467884583002.75,676392465069,21917287564405,31.95,45106885561007.77,63717140415622.34,217586966098107,1032587654,54.35,2.9,13181181973.51,56968158165,D16,53171685136.54,,,,,,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,013M,35.94,50.47,35.68,3614163751153,136805879758480.6,3703572.0,TELLER,16297232.0,NHANVIEN,47643592.0,208048930289.0,,2.0,23025109,5407,6787653,244388,29289,82.0,27578,714691201668,,,,304876330893.6,765594262334
2025-03-25,020443233452,AZ,BRANCH,VN0010069,10885,10672378,2141,VND,50670879499.92,806053229696,5577680701067,38.79,34720219943999.47,38625798086052.59,72980471714547,1032587654,96.91,97.54,43228722818.08,49137347543,D16,607683561174.63,2023-06-10,2024-04-16,,,2023-10-28,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,,18.55,78.59,37.24,8281308750828,226746502963903.0,71122504.0,RM,40013622.0,NHANVIEN,48837264.0,768411208.0,,2.0,9360304,4244,6787653,2624553,40884,495.0,27293,200105956135,LOS,,,202632463697.39,408067725226
2025-03-25,000072283631438,AZ,SEANET,VN0010470,17479,46623134,2141,VND,558129225608.22,351096700793,8884954623160,66.42,19830145576992.61,48341591860425.02,218472197690887,1032587654,54.35,31.45,27346441279.0,35647362003,M02,542024222978.13,2024-04-19,2018-10-15,,,2023-05-20,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,0002M,18.55,76.7,8.27,7726764163366,199717134933430.9,71122504.0,TELLER,39621271.0,NHANVIEN,35712304.0,58003646639.0,,2.0,19476683,4646,6787653,2624553,40884,116.0,23251,347670122749,,,,461003334153.96,657364899203
2025-03-25,0020994410489,AZ,BRANCH,VN0010069,8341,90431822,2141,VND,467884583002.75,245493611098,15031630281991,59.18,34720219943999.47,73237011212869.89,294871163814229,1032587654,96.91,38.17,36352170160.71,50778124761,M06,820021426434.16,2022-10-19,,,,2024-06-25,,,3240.0,,,,M12,M18,,18.55,76.7,8.71,2166987829066,328293416060515.2,71122504.0,,,NHANVIEN,9218084.0,154874503025.0,,2.0,28991635,4244,6787653,5722863,29289,495.0,21099,613679892928,,,,528718663174.09,454248201197
2025-03-25,0067247145945,SC,BRANCH,VN0010601,8341,34918352,2141,VND,823588504392.7,351096700793,12204463488536,10.21,14506685224574.84,73237011212869.89,416978949141042,1032587654,96.91,95.13,13973637534.27,7767476187,M02,607683561174.63,,,,,,,,3240.0,,,,M12,M18,,35.94,78.59,61.55,7606531840836,187451293527204.9,3703572.0,TELLER,16684347.0,NHANVIEN,48312065.0,236181810881.0,,2.0,11952356,2958,6787653,244388,40884,82.0,27032,389458011603,,,,544168686863.9,709423651453
2025-03-25,0027420566012,SC,BRANCH,VN0010601,20311,96286356,2141,VND,23968202621.4,41823567202,1721946306161,98.13,8248459781264.83,58662815913051.88,173910269765487,1032587654,54.35,22.48,52521741839.51,57070031836,M06,710146820120.34,2022-06-15,,2014-08-02,,,,,3276.0,CBD.2022.TG.PHATLOC,,,M12,M18,0024M,37.65,76.7,83.15,1282184617098,478914815346731.5,,CRO.SME,42619352.0,NHANVIEN,9139592.0,1351659998.0,,2.0,10532191,2958,6787653,5722863,40884,617.0,23967,47440543695,,,,752960267762.62,833719653835
2025-03-25,0044185814512,AZ,ARCIB,VN0010111,19739,44131845,2141,VND,406201825357.17,161473837130,7469589130573,71.3,39701437710856.98,,252453872346033,1032587654,54.35,39.71,30884793402.85,10999826912,M06,275496171245.07,2021-05-06,,,,2024-03-10,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,,3.21,84.71,37.24,5971477997487,404361415331983.56,24019274.0,TELLER,22673622.0,NHANVIEN,,17234378395.0,,2.0,14966287,5257,6787653,244388,29289,116.0,19438,436346663322,,,,275178797684.62,882257654614
2025-03-25,0047457541297,SC,BRANCH,VN0010069,20620,12403139,2141,VND,566226672850.61,333128603053,11432542031653,65.96,64050868003886.39,,223103994150963,1426560052,96.91,97.54,22029578820.38,19866189818,M02,384905710353.65,2023-01-14,2017-10-22,,,,,,3209.0,,,,M12,M18,013M,9.52,84.71,8.71,3146777866291,510081743865078.6,19608691.0,RM,34339873.0,NHANVIEN,2961230.0,17234378395.0,,2.0,12741426,5109,6787653,244388,29289,299.0,11380,271997201644,,,,418546958491.28,315410868551
2025-03-25,00063393998019,AZ,BRANCH,VN0010470,6424,19226005,2141,VND,191307900160.64,585595214880,12666608106958,65.72,83415139611306.34,40928356230077.73,121599487245061,1032587654,96.91,69.9,40441979814.66,54733497315,M06,735066056037.7,2023-06-25,,,,,,,3240.0,,,,M12,M18,0002M,45.14,78.59,72.45,3614163751153,63102682919705.74,24019274.0,CRO.SME,,NHANVIEN,14758764.0,208048930289.0,,2.0,11952356,3644,6787653,5722863,40884,299.0,27425,590844821364,,,,93010590051.83,620903303347
2025-03-25,0089849021938,SC,BRANCH,VN0010470,20620,22374635,2141,VND,176257567366.28,396907948728,2757372378961,,41948242688111.66,58662815913051.88,385971314253285,1426560052,96.91,57.7,50297579109.07,2016362467,M02,880091781232.12,2024-08-05,,,,2023-04-28,,,3297.0,CBD.2022.TG.PHATLOC,,,M12,M18,0002M,37.65,50.47,65.5,3975111906190,465367111956145.5,19608691.0,CRO.SME,14078455.0,NHANVIEN,,1351659998.0,,2.0,19219717,720,6787653,5722863,29289,617.0,16401,267277089740,,,,73994091228.78,420441220966
2025-03-25,000088111316820,AZ,BRANCH,VN0010111,18413,21485250,2141,VND,388786774914.44,669579927565,10437377860563,0.74,23249882517017.97,,121599487245061,1426560052,96.91,63.75,3935441720.38,30000407012,M06,848331552115.78,2023-06-10,,,,2023-04-14,,,3297.0,SEAB.TG.TAILOC,,,M12,M18,013M,18.55,50.47,8.27,4554297484556,190723559836994.72,19608691.0,CRO.SME,39767814.0,NHANVIEN,33920126.0,768411208.0,,2.0,9360304,2928,6787653,2624553,29289,495.0,18794,850248295969,,,,662389344701.19,332610597105
2025-03-25,00062112253898,SC,BRANCH,VN0010601,6424,10672378,2141,VND,50670879499.92,754749047058,12499811499302,65.72,86830541645694.36,51205458599996.16,418049689113024,1032587654,54.35,95.13,4779818704.02,13066043372,M02,294973347133.96,2023-10-03,,,,,,,3209.0,CBD.2022.TG.PHATLOC,,,M12,M18,,9.52,78.59,8.71,3933697737497,285965792419063.44,75347267.0,TELLER,15010219.0,NHANVIEN,22986008.0,1351659998.0,,2.0,19551154,5109,6787653,5722863,40884,495.0,29348,584652568857,,,,276394880861.42,189372109546
2025-03-25,000071511351739,AZ,BRANCH,VN0010601,19739,58330184,2141,VND,566226672850.61,396248454009,4269194970039,83.0,48077304410849.71,47730916430449.92,359849843653344,1032587654,54.35,95.13,29803875646.07,41349948909,M06,790650141327.35,2022-08-27,,,,,,,3209.0,,,,M12,M18,013M,11.1,76.7,65.5,4255153308222,470226666982284.94,19608691.0,TELLER,10226307.0,NHANVIEN,3624352.0,236181810881.0,,2.0,21413806,720,6787653,884689,40884,299.0,16468,383384737215,,,,304876330893.6,234550756164
2025-03-25,68816094735,AZ,BRANCH,VN0010470,19739,12403139,2141,VND,446318145309.27,45152698673,12071511969112,45.21,25718104213435.1,55887705039642.25,74330253573586,1032587654,54.35,57.7,13294692574.79,19845310958,M02,814218574404.61,2022-03-23,,,,2023-09-17,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,,80.72,50.47,72.45,5787735430897,136805879758480.6,19608691.0,CRO.SME,27631576.0,NHANVIEN,45665945.0,,,2.0,23025109,1054,6787653,244388,29289,116.0,11520,296570747804,,,,612693830204.14,415550041627
2025-03-25,00062172058585,AZ,BRANCH,VN0010601,7177,27565230,2141,VND,823588504392.7,130661654393,21689193400943,15.9,23249882517017.97,3086463132543.47,35584455438146,1426560052,96.91,22.48,30119624412.18,11720471023,M02,53171685136.54,2024-04-19,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,012M,34.86,78.59,83.15,1208118133280,150591063317995.5,24019274.0,CRO.SME,39621271.0,NHANVIEN,9474831.0,8084321667.0,,2.0,12766628,5527,6787653,884689,40884,116.0,14846,267277089740,,,,562403169394.5,842389673039
2025-03-25,000048212740840,SC,SEANET,VN0010601,9299,19226005,2141,VND,347912296348.66,506986588866,5937292585403,98.23,29945281122833.5,,406844647077860,1032587654,96.91,63.75,55060111598.74,26536038894,M02,435495232787.77,2023-08-23,,,,,,,3276.0,,,,M12,M18,,74.7,13.64,65.5,5948989135190,150209019436678.3,71122504.0,CRO.SME,38697804.0,NHANVIEN,25327783.0,245166460978.0,,2.0,23772982,4244,6787653,2624553,29289,116.0,23378,47440543695,,,116.0,787843628111.76,32215550498
2025-03-25,0082301926949,AZ,SEANET,VN0010111,20030,19049434,2141,VND,792499436042.12,676392465069,10520865466196,32.66,36742931366010.3,43381576826554.64,152469920038433,1426560052,96.91,97.54,46466697760.82,36801794033,M06,820021426434.16,2024-05-19,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,0002M,37.65,78.59,8.27,5347988072073,136805879758480.6,19608691.0,RM,2440227.0,NHANVIEN,43660904.0,109427757296.0,,2.0,18531885,5257,6787653,2624553,40884,299.0,25781,245198603209,,,,653123890459.65,624988225970
2025-03-25,42801291058,SC,BRANCH,VN0010069,20030,80804690,2141,VND,488352956184.11,818974248888,7918895264782,38.79,83993359333518.89,12676092007439.2,72980471714547,1032587654,96.91,49.13,36352170160.71,34677939699,M02,692456248407.45,2025-03-20,,,,2024-06-25,,,3297.0,,,,M12,M18,013M,9.52,13.64,42.54,2446907986485,481721888915186.94,43534869.0,TELLER,40013622.0,NHANVIEN,45665945.0,230304036928.0,,2.0,8403663,750,6787653,5722863,40884,116.0,14452,121554680892,,,,173552947759.79,624988225970
2025-03-25,000002013914499,AZ,BRANCH,VN0010470,9748,98496211,2141,VND,823588504392.7,525533043519,21777279890991,88.8,1424526911656.09,58662815913051.88,15572288176211,1426560052,54.35,38.17,28246821286.24,1503777781,M06,17011424283.23,2021-08-20,,,,,,,3240.0,,,,M12,M18,013M,45.14,84.71,37.24,4635079727067,175748550143718.8,3703572.0,,29550303.0,NHANVIEN,47331089.0,768411208.0,,2.0,17505132,5527,6787653,5722863,29289,495.0,14910,47440543695,,,291.0,787843628111.76,709423651453
2025-03-25,56263169039,SC,BRANCH,VN0010069,20030,80804690,2141,VND,135189462458.51,82361185230,8462777292082,63.34,47774849862670.02,22046258943358.2,66732083118903,1032587654,96.91,2.9,35166889699.71,28795231221,M02,506261894676.87,2024-04-03,,,,2023-03-02,,,3240.0,CBD.2022.TG.PHATLOC,,,M12,M18,0002M,18.55,78.59,37.24,10116634798800,501545108513862.75,24019274.0,TELLER,31765241.0,NHANVIEN,4804276.0,58003646639.0,,2.0,22840695,3332,6787653,884689,40884,,15352,345701746335,,,,425631675973.56,768405546729
2025-03-25,00002246779513,AZ,BRANCH,VN0010069,15074,76652926,2141,VND,23968202621.4,396907948728,4269194970039,88.8,1424526911656.09,62011441944128.38,12644475096469,1426560052,96.91,97.54,11093237629.98,46535542266,M06,655691306548.96,2024-08-05,2022-01-21,,,,,,3297.0,SEAB.TG.TAILOC,,,M12,M18,0002M,18.55,78.59,42.54,10116634798800,190723559836994.72,3703572.0,CRO.SME,41989602.0,NHANVIEN,4804276.0,109427757296.0,,2.0,19551154,4646,6787653,5722863,29289,299.0,25645,800557795994,,,,88185644299.07,768405546729
2025-03-25,00079677103587,AZ,BRANCH,VN0010601,18415,5520658,2141,VND,347298571783.41,161473837130,11079750957811,60.56,16069919677595.32,23419860001305.63,306017039344843,1426560052,54.35,39.71,40006017035.91,5553483259,D16,791947333567.18,2024-04-19,2017-10-06,,,2024-04-14,,,3209.0,,,,M12,M18,0002M,18.55,76.7,6.52,7001289548460,223167950331264.72,3703572.0,CRO.SME,29550303.0,,3624352.0,230304036928.0,,2.0,23025109,4646,6787653,244388,40884,617.0,27496,444147585015,,,,562403169394.5,592628495407
2025-03-25,085868643309,SC,BRANCH,VN0010601,6424,80766916,2141,VND,890867358249.75,639384043303,21698693956433,98.23,8248459781264.83,58662815913051.88,276189846449776,1032587654,54.35,57.7,5694822100.3,8918233421,D16,384905710353.65,2024-09-25,2022-01-21,,,2023-04-14,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,,18.55,50.47,35.68,5347988072073,190723559836994.72,75347267.0,TELLER,42619352.0,NHANVIEN,17234286.0,220999892545.0,,2.0,19204282,377,6787653,244388,29289,495.0,25604,850248295969,,,,854250515965.47,112855403359
2025-03-25,074374405724,SC,BRANCH,VN0010069,9748,96286356,2141,VND,135189462458.51,491753088407,12204463488536,10.21,60247909618711.88,66041178333677.51,299499466298555,1032587654,96.91,38.17,56538824301.88,26030058846,M02,698120319137.16,2024-03-22,2019-03-09,,,,,,3276.0,,,,M12,M18,013M,9.52,50.47,61.55,5332174965862,304636393463809.0,43534869.0,CRO.SME,16684347.0,NHANVIEN,,220999892545.0,,2.0,8446501,720,6787653,884689,40884,495.0,18575,444147585015,,,,612693830204.14,765594262334
2025-03-25,00041689391755,AZ,BRANCH,VN0010470,17471,98496211,2141,VND,50670879499.92,130661654393,12204463488536,54.63,55791154566183.34,51205458599996.16,236546478179370,1032587654,54.35,31.45,39476543150.95,49793641398,D16,848331552115.78,2021-04-19,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,,3.21,76.7,83.15,3933697737497,357157176131608.5,24019274.0,TELLER,40643812.0,NHANVIEN,45665945.0,193454444766.0,,2.0,19204282,5527,6787653,2624553,29289,299.0,25137,360612358216,,,,21377886854.64,483215667274
2025-03-25,099531208095,SC,PHOIAO,VN0010470,17479,80766916,2141,VND,668216625457.22,844819841461,4269194970039,98.23,2639534380073.5,52136021204022.86,434670421080742,1032587654,54.35,97.54,17497375280.21,21496315166,M06,486437144884.08,2025-03-14,2018-09-19,,,,,,3240.0,,,,M12,M18,012M,80.72,84.71,65.5,4160883174928,255731726911762.2,24019274.0,CRO.SME,11915376.0,NHANVIEN,35245494.0,193454444766.0,,2.0,21413806,5257,6787653,884689,40884,116.0,26958,325718870055,,,264.0,93010590051.83,882257654614
2025-03-25,001313666401,SC,ARCIB,VN0010601,6424,88779913,2141,VND,88463483190.56,45152698673,8582920929895,59.93,50026734331719.35,35151082635847.88,236546478179370,1426560052,54.35,57.7,19970618492.61,22026322031,M02,788870864182.78,2022-10-27,,,,2023-10-11,,,3276.0,,,,M12,M18,,34.86,13.64,42.54,5316715665250,212389218399295.03,24019274.0,CRO.SME,22673622.0,NHANVIEN,,17234378395.0,,2.0,22840695,3332,6787653,2624553,40884,495.0,21046,171000270628,,,,418546958491.28,157591041466
2025-03-25,37612706664,AZ,BRANCH,VN0010069,17471,40074120,2141,VND,852014717977.78,818974248888,13034370032154,89.88,42550760709245.61,48341591860425.02,362792410377501,1032587654,96.91,97.54,15547586306.94,56870145201,M02,80952718973.48,2023-02-02,,,,,,,3209.0,,,,M12,M18,013M,18.55,50.47,35.68,7001289548460,500715684480532.3,75347267.0,TELLER,3265264.0,NHANVIEN,47643592.0,58003646639.0,,2.0,21438963,5257,6787653,2624553,29289,617.0,21052,325718870055,,,,73994091228.78,220471699188
2025-03-25,38972786680,SC,BRANCH,VN0010111,8524,53274951,2141,VND,462604382751.07,491753088407,7860520438777,71.3,42852833585281.64,48341591860425.02,25369307951644,1426560052,54.35,49.13,22490916984.06,53825308394,M02,710146820120.34,2024-04-03,2019-07-02,,,,,,3240.0,,,,M12,M18,0002M,35.94,1.24,83.15,9249898797289,214364086228744.22,19608691.0,CRO.SME,3265264.0,NHANVIEN,43660904.0,130381670179.0,,2.0,24333636,6712,6787653,2624553,40884,299.0,26672,144996112164,,,,425631675973.56,826595978630
2025-03-25,000071127159906,AZ,BRANCH,VN0010069,6424,88779913,2141,VND,58043321736.63,813405756007,21698693956433,89.25,23629747279602.98,61934794678482.5,111167694217917,1426560052,96.91,63.75,43228722818.08,9977288699,D16,294973347133.96,2022-07-09,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,013M,18.55,78.59,83.15,7808068940948,168695531280971.84,43534869.0,CRO.SME,2462238.0,NHANVIEN,45665945.0,230304036928.0,,2.0,12766628,5527,6787653,244388,29289,82.0,26547,143803442138,,,,854250515965.47,420441220966
2025-03-25,0074901447918,AZ,BRANCH,VN0010470,20030,96286356,2141,VND,755217495365.18,375730523958,20949432049913,0.74,61472151873654.24,35464102239032.55,367863808385178,1426560052,54.35,97.54,22490916984.06,16201279047,D16,735066056037.7,2022-08-18,2019-07-02,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,0002M,80.72,78.59,42.54,8166465500197,502204744904740.25,71122504.0,TELLER,10226307.0,NHANVIEN,37204619.0,220999892545.0,,2.0,14947641,5407,6787653,2624553,40884,495.0,28804,436346663322,,,,708923512844.09,483215667274
2025-03-25,047773903614,SC,BRANCH,VN0010601,20311,80766916,2141,VND,279955719554.25,744013002878,9956870983150,78.94,50734901524134.75,34865412299967.81,86993909763033,1032587654,96.91,38.17,5694822100.3,3911984336,M02,595856753449.11,2022-10-27,,,,2023-03-10,,,3240.0,,,,M12,M18,012M,35.94,76.7,61.55,5530890293612,423628308916470.94,75347267.0,TELLER,39621271.0,NHANVIEN,,8084321667.0,,2.0,24333636,2928,6787653,244388,29289,116.0,25620,47440543695,,,,418546958491.28,238505083409
2025-03-25,000005302624748,SC,BRANCH,VN0010111,15074,27565230,2141,VND,818508481608.61,622145382741,16964966815250,63.58,31437955259905.39,8248958878697.98,412719057829734,1426560052,54.35,63.75,52413069138.19,49015170174,M06,740068750990.19,2021-08-20,,,,2023-10-28,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,,74.7,1.24,42.54,8262149092630,255306155993534.53,19608691.0,TELLER,10008565.0,NHANVIEN,48837264.0,1351659998.0,,2.0,26813435,1054,6787653,884689,40884,82.0,11411,144645939504,,,,304876330893.6,189555108438
2025-03-25,000139818683,AZ,BRANCH,VN0010601,10885,40074120,2141,VND,803211552550.63,535106512099,17856366645081,57.7,7918728581828.06,,414496401395947,1426560052,96.91,49.13,51649145516.81,53241794895,D16,820021426434.16,2021-09-27,,,,,,,3276.0,CBD.2022.TG.PHATLOC,,,M12,M18,,11.1,13.64,26.96,8801126099320,57492412827294.05,75347267.0,TELLER,,NHANVIEN,,220999892545.0,,2.0,12741426,6712,6787653,5722863,40884,82.0,25535,590844821364,,,,708923512844.09,842389673039
2025-03-25,099281969703,AZ,SEANET,VN0010470,8524,75234237,2141,VND,689456643733.32,669579927565,4269194970039,43.34,47915673908597.34,,299499466298555,1032587654,54.35,2.9,58455456065.68,49015170174,M06,869230489645.57,2023-02-07,,,,,,,3297.0,,,,M12,M18,,3.21,84.71,37.24,2566916769734,468346378982125.94,71122504.0,CRO.SME,15010219.0,NHANVIEN,37204619.0,208048930289.0,,2.0,26667952,2958,6787653,5722863,29289,116.0,21335,264438303679,,,,220217371041.7,234550756164
2025-03-25,0047825868362,AZ,SEANET,VN0010470,17479,17785549,2141,VND,423800159022.33,754749047058,14371108612184,36.88,50026734331719.35,70067743553259.91,398620920270703,1426560052,54.35,39.71,34153766151.06,36801794033,D16,17251418134.6,2022-10-27,,,,2023-10-09,,,3240.0,CBD.2022.TG.PHATLOC,,,M12,M18,,11.1,76.7,8.71,1471187974403,357157176131608.5,3703572.0,CRO.SME,20624003.0,NHANVIEN,43660904.0,168419410554.0,,2.0,18531885,750,6787653,2624553,40884,495.0,17221,652447651820,,,,156305506051.15,379163476293
2025-03-25,050094667962,AZ,BRANCH,VN0010601,15074,73870582,2141,VND,50670879499.92,346854600126,12567340010298,42.67,32323155761256.34,43381576826554.64,72980471714547,1426560052,96.91,95.13,35301708297.67,24858229625,M06,820021426434.16,2022-03-23,2024-07-09,,,,,,3297.0,,,,M12,M18,0002M,45.14,13.64,61.55,1208118133280,192538937728348.06,43534869.0,CRO.SME,31343886.0,NHANVIEN,17234286.0,236181810881.0,,2.0,9171042,5109,6787653,244388,40884,116.0,29205,896807192299,,,,544168686863.9,831268672966
